country,quarter,urate_gap,urate_gap_ratio,urate,urate_ceiling,urate_peak,urate_trough
italy,1983Q1,0.0,1.0,7.066666666666666,7.066666666666666,0.0,0.0
italy,1983Q2,0.0,1.0,7.266666666666667,7.266666666666667,1.0,0.0
italy,1983Q3,0.09812695109261149,1.0133775310440054,7.433333333333334,7.335206382240722,0.0,0.0
italy,1983Q4,0.29788414845646827,1.0402431081100076,7.7,7.402115851543532,0.0,0.0
italy,1984Q1,0.3992715920915728,1.0534686578256731,7.866666666666667,7.467395074575094,0.0,0.0
italy,1984Q2,0.3022892819979184,1.0401390935887989,7.833333333333333,7.531044051335415,0.0,0.0
italy,1984Q3,0.20693721817551136,1.0272534580737114,7.8,7.5930627818244885,0.0,0.0
italy,1984Q4,0.17988206729101552,1.0235033922655439,7.833333333333333,7.6534512660423175,0.0,0.0
italy,1985Q1,0.2877904960110991,1.0373162186351716,8.0,7.712209503988901,0.0,0.0
italy,1985Q2,0.2639958376690936,1.033979195499799,8.033333333333333,7.76933749566424,0.0,0.0
italy,1985Q3,0.40849809226500167,1.0522053282503656,8.233333333333333,7.824835241068331,0.0,0.0
italy,1985Q4,0.5212972597988204,1.066165367191593,8.4,7.87870274020118,0.0,0.0
italy,1986Q1,0.6357266736038829,1.0801577964478302,8.566666666666666,7.9309399930627835,0.0,0.0
italy,1986Q2,0.7851196670135279,1.0983668538251603,8.766666666666667,7.98154699965314,0.0,0.0
italy,1986Q3,0.969476240027749,1.1207239115411196,9.0,8.030523759972251,0.0,0.0
italy,1986Q4,1.0554630593132135,1.130661055885952,9.133333333333333,8.07787027402012,0.0,0.0
italy,1987Q1,1.1430801248699272,1.1407112633057646,9.266666666666667,8.12358654179674,0.0,0.0
italy,1987Q2,1.4989941033645504,1.1835276930786414,9.666666666666666,8.167672563302116,0.0,0.0
italy,1987Q3,1.5898716614637536,1.1936476015851423,9.8,8.210128338536247,0.0,1.0
italy,1987Q4,1.4823794658341996,1.1796615869679452,9.733333333333333,8.250953867499133,0.0,0.0
italy,1988Q1,1.4098508498092261,1.1700633877952344,9.7,8.290149150190773,0.0,0.0
italy,1988Q2,1.3056191467221634,1.1567800139948685,9.633333333333333,8.32771418661117,0.0,0.0
italy,1988Q3,1.2363510232396795,1.1478243559330468,9.6,8.36364897676032,0.0,0.0
